c,田帆,邓卫,李袁开，行不更名坐不改姓,邓志豪,钱乐天,姚佳伟,程曦,周源涛,王森懋,小帅哥,陈壮,杨剑弦,蒋博文,吕梦轩,刘昊,高达,严进,马宏宝,纪昌志,王广澳,齐宇轩,何慧凯,范宽,覃威铭,张博文,毛毛,流星蝴蝶剑,邹颖,陈伟52,潘思宇,毕浩,顾阿飞,汪义超,陈犇,邹精龙,张世伟,瞿鑫,陈思同,廖进宝,常浩铭,RUI,刘团团,黄恒,黄洋,杨帆,陈恺,刘宇,曹文斌,曹文潇,崔艳德,谢嘉庆,江佳俊,98k,胡振宇,任云天,郑万熙,邵哲元,张欢,张宇轩,熊成,李昊熹,罗刚,林灿林,朱家伟,晓斌,陈诒,吴佳明,王宇飞,辛书呈,秦岭,李晨,王晨波,盛玉全,李喆,缪钟毅,李鹏飞,黄钟灵,江正,黄王满,陈伟144,孟津,柯南,张志伟,田源,华筝,王红亚,李泓儒,包玉刚,彭志鹏,肖洪勋,徐壮,周展旭,王志强,褚冲,郭奕村,诸葛,白杨,刘明杰,陈希,李杰,刘金云,刘祥,张云波,光清,王哲,郭斯特,陈锐,毛奏,小陈,刘军想,王光铭,李威,朱韬,杨腾飞,杨玉怀,李沛之,林俊旭,赵翔国,白羊,郑春桥,兰富强,熊伟伟,王旭,袁泉,平平唐,胡斌斌,蔡建德,何冲,张锋,张晨阳,张小锋,郑浩,黄超,徐言哲,王晨逸,黄星,李立伟,反正有时间可以告诉你更多,李航,成明峰,邢剑,满岳杭,桑凯旋,冯亚,端木凡昌,刘思思,王茜,方雄风,康开,王晋,马永真,杨琛,章旺
当,533.695391469081,667.5459977446848,676.2633828575674,544.4640111597157,466.5019807358373,625.9356940303046,541.0297659409252,666.5872571214434,530.6201730322242,490.5703898268732,505.1631799368702,683.2416999103762,726.8530927310819,516.4977067186253,530.5004932332239,618.0189443688764,661.3018372173874,625.6471654087252,730.4509437777299,570.308681463293,567.4531100628016,667.5980883693863,734.1343615302779,546.6255176220353,676.2834382514982,579.5785377818484,579.8829993772056,598.9935490121976,615.6617518753029,565.216798301825,696.5017614161264,562.2797277327626,555.3238606784025,555.8007856820216,615.6826303116746,618.7496694296929,696.3840472504055,514.3584364833147,637.4558471803059,409.2049448805437,505.9521207334584,672.0759583263721,526.1714621286121,665.775723911071,562.8002554264162,765.0823714002408,634.5674197008168,661.8245589466937,601.6591420586931,672.9404201938976,478.4272456826769,682.9338401169937,417.82270749253,545.0266295294839,721.8489670778902,668.6267112402305,499.0086338082704,516.0723554365413,711.0420031558174,621.401362692893,596.8648473037974,660.8295244874606,616.8024889804819,492.98330347346524,595.2047326075658,780.8346033698418,696.9979776634498,531.1416805725449,639.8863970641053,702.3342758739352,632.728074917163,576.8379502089485,685.4021750390916,718.3242342408712,650.4651201879212,647.888734942022,718.190264936721,667.0073717991961,609.7794135083354,694.6736780801616,644.8548923196503,557.0650870971581,559.0403691991908,526.7972643488629,673.7075328014992,670.7590177384106,529.6958412301889,695.843827129991,745.2031561473293,521.5350640997798,551.0460194351101,606.0212888824539,676.2876795241813,723.0960006411865,579.2659766476881,671.9802328912127,509.3357128484257,630.1337155137826,588.2122439429127,668.7067653981226,549.1598137076767,654.8998640585335,709.9466242025294,695.1186786625151,613.8231810595803,662.1986453541717,597.6130027833909,563.2109051238746,665.3034392713707,418.8477313998977,630.8519711409214,635.252981425285,541.5206565293205,662.2100597782171,626.9033443111175,429.4783017657635,423.9712660542391,644.7831508461744,580.9104150920007,531.2571541185755,815.3307620092233,621.4938472652509,617.6851702310223,587.8723430272881,541.7300479072917,502.6974181653811,584.239799703885,674.6847296225686,465.8767812337618,635.6319500158797,656.4453958505811,823.151392961722,594.7349931545597,702.4776103046225,618.7528948366677,525.7563194199074,498.06134837438856,602.8380529533056,414.8467763957911,646.2554454340469,658.8333489580216,374.41606334808444,723.3835284875967,578.085689543117,670.5097114908128,490.9317669479379,551.852986722924,506.4940727407397,658.472730334222,671.0657916745806,622.080460048437,662.2614135774504,588.3618215122326
蒋满娟,582.9336569755362,567.7860719800865,595.7595413610454,632.9614633890769,410.2814214659576,515.8754199148354,524.6212851916869,618.3913632961758,646.5635273669991,559.4000550104529,569.1419134994214,565.7843750049383,567.2807029171131,397.48344329354563,561.3406681473834,581.4542056194744,560.7221364444234,625.3960595517858,632.0085726915804,663.1532233243934,640.392018119516,600.6539097456032,674.3190295473863,521.2646711595977,642.7403075093692,592.3033340598929,517.5442970606258,688.9523764498298,521.9656679826601,587.1270208988452,637.4908494136425,589.8328504134898,565.2728468186874,520.6952046594154,552.7966052140592,623.068855884474,626.1428246621672,503.12956086331576,587.9659519279169,439.3862581866641,532.2125896280941,538.9065013874517,568.3144459252283,515.946951310748,503.25946812112704,705.3513697758392,575.9033123471099,614.6350473594941,557.6010684783259,629.1973507388064,516.6962320723086,615.2453287655715,436.77300508285265,555.0006951187427,570.6279205164807,550.6160053981221,537.9010204865058,507.0240857317081,528.1683522977395,554.5710880073975,527.3722401100988,680.083256335229,558.1297225687885,490.85304340470793,566.2311849356602,647.6449550459251,724.0406300914755,533.9146055945612,582.6676359912462,715.4410168539852,556.4229199537708,501.06958204036755,576.8196737935745,653.2141128421688,581.9421097747717,605.8363677048351,701.731725693623,674.0832806920284,700.6753007030187,638.9466245789956,720.3185896475997,557.9987785471583,468.7524054821167,566.9222646183496,672.0415394610828,606.9892384876154,518.173924493004,592.3087687946224,632.6580240093635,631.5276778906165,547.9883840389103,511.0979990835182,588.119547000594,803.3916474941486,608.739482221434,636.1688544350749,637.4791904606363,628.1210146984831,516.3992694092063,626.5037123704234,647.8952766973434,623.1989500232405,659.0784340551942,580.2290287358456,692.1090323871348,705.476486218279,506.4714731506025,501.3010136731215,633.7128258575968,424.55947134591247,592.7959643318181,673.982124764038,545.8332993693164,588.0932180399409,598.1001523486071,462.1863670625006,499.69590754523836,575.0549024360122,591.0963179039733,462.61637410911976,662.4001972505865,573.0967515102685,564.348457472241,476.7556810214677,529.1110423517611,579.7543382489669,548.3312070612807,666.6505579973182,554.825581139334,605.982381422433,557.6630461016321,705.1891841087979,640.8534457857976,730.5546837424821,661.0565889966756,513.719257946818,602.6992906335953,588.7168935044314,397.5735132072449,609.8181616356692,716.1531110383381,408.97522298289107,682.6696205111618,520.0041330010827,607.4415638620438,435.0996265603709,477.2946476959648,490.13552460458095,715.1164093292385,709.1288463046567,606.5292712258806,597.1765188747441,620.8871179237786
小蘑菇,651.3815319203493,613.9121973609214,486.7916965408801,652.1782842076072,574.4347726518467,621.1190320990085,704.0513116289308,488.38805060913415,574.3643629019933,712.855794986348,728.0571731872351,761.4080768833159,643.9449499150932,518.3734081149906,731.7117983745792,621.1205492949442,740.409429347364,484.29279792735775,661.0891245152197,684.6919178828057,677.9246158511382,623.9089301093168,622.2639074449287,633.5484662363625,456.26192362424104,539.2307063654927,637.3226205398659,713.227250090172,729.3919044691195,597.9947494463638,502.95750656575655,723.9358861906043,599.6020569908394,603.4074703694487,521.6405706303323,804.5470238637778,729.6299650194925,709.5334067519357,613.343248590526,697.3069856175689,625.301823342422,663.475550404034,594.5847421926627,674.2473049658001,511.9454240213537,514.0807830474381,559.3693217802207,462.02352264898,597.4350713003464,733.1679972930623,661.0832234287603,558.5897336812424,579.7160371198981,515.3332558415167,562.1215941132842,732.8816890701199,640.4476450279783,556.6969130762317,557.6876542193035,630.659866205967,550.4854240796293,593.7715796477846,457.9813540798863,585.878324688455,476.1634234752043,532.7903492950524,493.15866891169077,604.4310741343843,661.3262761243427,645.2470773495935,670.6516349971002,503.5698153149306,604.9793192817551,512.3075427633114,583.8596252004045,674.2597391247552,555.5681539736782,479.94834385871536,550.013811657811,635.515068481556,562.4964121880896,581.9927393539624,391.5284239767311,798.2490494042825,579.3852266239709,605.8725226930642,793.3188237843333,597.2601480228143,607.0696842011332,669.145523934181,606.5646009534574,634.0646109337335,699.4041288143892,670.290451284397,766.482237281821,545.526702344511,676.1546752839087,584.4312196263613,758.7658695739931,686.2012457146357,825.9434509128046,715.8166965711252,671.4489279662333,611.7726766018312,579.3214148758201,609.2388326356379,681.5774386306284,553.6001852108479,503.38090858714605,619.8585068583641,517.4847168470762,454.6598136819157,693.0242780244173,670.6124042232823,735.1307536718018,494.23256595316343,580.4713192364965,687.7520848709829,617.6935759391749,485.8617702711897,590.3511418128671,571.213536287968,703.1730531556279,691.9371567487067,606.2579868740844,701.2613311433312,714.1522557080898,436.91323610642314,603.6102348073435,538.4949004238048,596.4654256859944,540.7093351055431,843.2481442735864,659.0634195337007,693.1712477336591,487.74084820129195,680.0032139954999,564.2924860626172,432.26921901470126,639.0617874589158,696.7554132699553,535.564150201985,522.1490317278849,596.8747967222754,516.0801773982374,408.31492301046933,626.4973582240468,685.4172702528961,613.7083010575766,413.21188847819485,688.0548764012624,511.7490211338248,552.5468191861507
苏敏杰,565.3368114762538,586.2867259005952,531.2386535888107,698.0536951056623,405.08694222867837,445.9205132345488,581.5172511176186,614.024141912724,760.8774490362628,542.4173865429445,651.8285238877869,615.1905537049001,614.6626095587162,541.2234872925492,610.9945030547356,477.94611239856584,497.3758085708564,515.0663507219671,664.6050967284948,773.9973855020645,526.5129892211698,487.936709437565,623.732715678883,581.699547940546,595.5506448748457,699.4142092851973,544.6444103649962,816.7049115199443,705.8317968854975,650.5102876858693,574.2242056799919,668.6628670600718,656.6766150044281,646.4199036112309,556.1941390316026,656.3575627115995,501.51552779239086,686.2769554660096,561.890333107556,514.346644927251,726.4869525248806,546.2962753373843,449.6192858576662,473.7119833406357,520.4022322997697,644.8710829735609,611.7270099800326,548.6527642429452,568.3442729991549,524.1762327610215,749.9032282445705,610.0572435073384,451.5014923361462,570.9193730011597,712.3352695213862,725.7088752067614,649.4811617273411,623.3273933485564,670.9810441317314,505.1002770546774,538.1756844920498,742.4696624980188,460.1775477393153,674.7650028931042,624.9900322578571,665.570699679047,582.9813189198285,528.8886373089789,630.2942506381387,788.998011227926,570.7013055705088,400.29347150520323,701.4416594348415,577.8108454023984,702.8623034252995,635.0494051117951,750.9193157105725,612.5910306293764,640.8065008261847,686.1114625253766,630.3853128301588,689.4403504227466,500.41909060201135,697.3630875877299,651.2361999571481,458.5071897049205,704.1548991990448,656.3544911014353,552.9084542896214,683.1765169146863,513.7513248438795,551.0825704132328,638.4863770108058,617.655164478294,545.1532135786654,674.6111237235596,681.8505622687962,513.2667698790796,557.6607349889717,485.2636259029965,700.0796667894258,638.0927265614071,750.3137909232091,656.3117814220532,669.5751434322034,688.404390862006,400.5655938572871,593.157481038174,540.3043787610578,545.7761458605964,732.2064064141643,608.8058427987766,638.6389524354886,601.1682684984199,536.5292531462217,564.3017577672201,490.0000250675712,733.3592510916643,717.6756082274112,496.6033675640275,667.3830396806328,496.36468485136646,726.5403537120507,627.7266211595716,520.225367607185,607.6643849359139,614.3643891492998,502.7660001650581,690.4050046690684,606.8802600494148,618.1540220996998,548.4600802789273,729.3782638364086,649.8515632105184,789.9641113693281,347.3260398146236,491.4067038638741,660.7381170817036,405.14363251252433,672.8948339266915,495.60941505500625,691.5225599326001,641.8600679750336,436.6591883471265,566.4542210277223,416.91118695189255,472.82761624025545,580.9914993793598,546.8827010796939,614.3482508346538,670.1744651989326,725.351140778628,574.2228173179923
于辉,626.2778534408576,589.4472064196697,512.1080389249034,626.0649468518843,364.0566591707289,484.9016114412316,508.1237814388206,639.6015697679613,631.1463963937897,621.8969684628576,682.5016440559532,743.8499075907417,632.3988907014516,593.8417916661642,554.2027988678497,611.7730359481121,627.884951419228,534.1227289629919,678.1355274845396,690.2299897096154,621.6780957340779,550.958156730474,648.6457018961416,514.5042940730328,537.4528433451023,626.54997553738,590.2595823241643,748.1967453746051,714.4161715799954,586.3441579581887,552.794254471458,579.2711382075605,623.0057041182984,638.2359327524039,523.5824291767472,763.6012796445478,550.2428953433031,703.2668899705712,548.7291228321963,587.1732485510288,715.1443900894965,641.4917269177112,516.8211835829611,457.3178745877604,604.8128433908881,674.7359925499107,541.0613633604742,472.3902637746619,553.6737352672596,526.1117020624806,659.676431838581,592.7994142158193,509.49407238038197,640.5894441896885,609.827475348003,709.442887587139,585.7054941787464,689.1244670618139,560.5402726252008,585.7191668505767,541.7546000722359,622.7290772747542,451.532307830981,599.5611083630823,631.5180839614667,574.1859335987355,548.9141444350589,553.9022181697574,625.0605441346565,603.2453301319899,637.2074080603063,518.980928854072,634.2159872648342,678.1548307748907,641.5922401422447,623.5284932491392,591.4180477816728,510.3502379422663,538.6873993370779,589.5371017886497,526.2224687084469,560.1886306786012,520.2461939323143,666.7002752525652,656.8395108188992,499.2060162591414,664.7625644674323,611.5629993210559,522.5244538346398,676.1538578478833,637.7621492898609,687.8428143970137,707.8533534760246,665.873594094557,620.9380367800043,606.085737620091,706.4376857646361,568.1592000180012,548.1721744192207,661.1461703509309,782.5336205977585,674.5737986010881,703.9437182356237,478.040306331031,703.8882901342523,513.8252080588538,554.0864624686359,529.9556954719577,600.3366524438661,577.9095739626092,579.0725866253432,467.67032838010334,699.7781624733442,622.894176925181,643.4390955094004,476.81762173010264,507.928203444049,693.5259785875429,622.4359180393233,473.13243729403473,507.86122292597344,560.251315201276,738.3748730479311,594.0755607559456,521.3017551899248,555.1022350026346,567.8618839731272,465.9122627729808,485.9870459533066,608.2230209867648,581.6070899559498,606.6143106965859,826.5087162361676,546.6134134046804,750.3108395049901,457.35081734213054,532.2467114365301,593.6120386997004,451.96054731340746,749.8509847589876,569.6440970671439,652.0311526111523,545.8349683241889,522.2516801234921,542.1152857001365,483.1828480747463,532.8988802931801,612.1939830072063,528.0755661925518,548.4188801984872,697.735818074015,579.670312422105,544.1834848270823
吴黎纹,601.6335527495314,635.2183320218581,427.1789739210475,600.6325667134736,479.22704168571033,546.3121183338993,670.8046380770968,483.6521375965784,698.3609371439693,637.8009452044147,587.1875716911537,700.8080273600315,582.9303918367013,457.5598061995234,673.352981247888,626.2392086930834,641.0158835739923,453.4992428490516,530.5510481321713,567.9022750982251,627.5987879083002,565.1394892629969,635.3039153583057,597.8471229363515,426.7445366920456,611.0359168839402,569.4026720608401,711.3460762168845,737.8558543864053,643.1578567725986,540.3427800338584,696.4135429706989,594.0921632777419,587.8166650043213,525.9453924610065,640.2873862479162,741.8166354272789,660.825466746149,629.9383046143344,755.0465619701395,635.1470775135178,547.7812061158529,659.449041317722,622.7600342665734,501.47118339413095,544.9384343741215,550.4719249610957,444.49745875608323,529.7272915605622,745.737543402115,571.9724091577941,489.2174187851975,545.8997131818826,474.54467385340763,549.2745388377715,664.1071472089116,637.2284759641196,659.936122264797,558.6406424965975,632.5640977502106,469.2406843403031,656.4062962229831,458.55218304009765,648.6156376250275,405.3767280536299,628.3926089960715,559.6193221260902,661.9544460639959,663.274778648743,641.8833883626096,619.6036781450964,448.65599926390064,639.5876225718833,552.0341448655871,552.8831531058338,608.307140236991,526.4086913860915,463.8171367905129,664.8817689535251,622.9963438430933,455.8951872173923,636.1677572667438,332.38973354368767,672.2740596033742,576.8170660880646,551.4989658372933,788.5581412484836,640.6309935437944,627.1722938481225,574.0649942185755,685.242163001725,596.1960013660175,775.1401310388857,586.1364873849138,663.2935365730068,529.9409702106423,711.1828165262539,524.1483843094155,566.2089459497732,675.9161992457718,717.5348986997094,632.9591507978697,589.9992281624565,567.9845573575761,607.8793206640253,625.3083582218367,545.5810686494701,672.4693654073687,481.7169438058493,491.0720887510652,507.78569840764555,419.4897576811144,556.1796398304384,624.4101121395806,688.7018324319997,521.1909692076798,591.060020811092,625.1954238009534,585.2798309785362,442.51084564406244,541.8254385421985,647.9975264448569,675.5237836435998,729.4410329201025,589.5817196254294,694.1789032890256,650.6491991775916,424.24336257345,570.9048916414962,513.0611072565182,656.7422740568211,581.620566586834,770.120754943252,563.3297196120446,547.8180421760993,420.77889507079306,533.118685642783,582.273399782706,422.09389271247596,626.9106651258573,545.4023284091974,598.3832580137038,449.16032890543465,604.8651610541067,492.32325688050366,379.5342939169451,521.9542679459779,736.5959754951411,685.9671523337233,391.08301016358143,725.9065155786452,569.0539975265108,608.4824458840185
周肖,636.9407290504084,760.110857401163,620.594077043899,747.0313059932173,449.8221784210894,494.8006787359159,407.63718144232894,713.0423506245114,627.1906190488548,515.0007093206248,558.3277836490863,667.2044967287492,524.7281093736148,522.605777620644,486.89919058928524,686.0024302704414,740.9621852248392,595.1658720318247,681.7727090462599,563.0633975395517,432.42804878742015,650.7234421765702,642.4470342757712,552.1429300699367,648.8590803047312,710.1483591368833,817.8816589408823,774.4717304393978,739.1120373708166,536.2488400090685,683.6785103050725,735.4729529821172,711.7575914129811,856.1021908432035,603.1705237477461,658.698333672286,642.0701765952017,740.8964707848621,659.7310672557114,424.77224431938555,711.0589408796388,626.5575432782756,584.6910818301685,491.50933035109733,566.0964443195921,667.5049512881943,721.3547513717854,637.6402115649117,482.2379198317483,662.889016934535,602.379552710519,711.1017747967699,384.05370840391265,633.61583537623,791.9098599725187,641.0330470296028,517.6063845411777,737.8306745692333,698.5074660839273,725.1267002020513,697.1702018718297,823.8708750652871,491.80320787929566,580.7806182575039,721.5093000296434,652.6598140394234,641.5425194997108,420.61088265505424,634.7924406060453,630.1641239822808,571.5226827190468,603.3964057399969,733.3524892315012,765.5653569926101,822.1806297390267,691.5706171264827,690.8290345011931,660.4204675411019,712.1515332668145,665.8650141543058,617.2773718288356,700.2574785391746,573.636524844996,603.2892371607435,643.1360888554805,586.4483377019942,710.2411360735084,796.220603865869,665.0906796641065,530.645063597862,700.1600144311766,699.3830334243613,712.9150474889793,681.7938698316032,574.9572625268345,744.3714516830361,734.7113922104078,698.2423226982337,511.92265331967633,535.6567542670948,626.730193996676,771.3066456411395,711.8343171003893,572.6187162792612,809.7449483044292,666.5622596705114,510.29365033612646,644.5049950983695,667.1084148595291,495.3738934440296,669.7582175770934,526.9716977323502,577.038409940589,567.3479534869396,641.0801716546064,471.0812124111202,552.7989203956836,541.8485245524332,635.1043295813535,570.4563667858725,725.2616684630199,499.9038706210087,705.6485340713481,736.6901753951306,471.14513175080157,682.7951645125117,711.1077897314981,621.320076041073,472.2208132587748,754.9149489250456,716.1201681322765,673.0318474169619,714.4294016959661,719.3949927076181,732.7943909336601,467.969912919595,519.3299563258527,584.0538701067486,387.76654111288786,575.2955596683383,644.8461799410675,614.0717563716587,668.0796905490305,475.6359960635558,666.5803908703707,384.03505123516607,574.0328790977336,619.9588822365812,667.699088174128,597.6220284536387,838.3288646991421,787.5159719223827,492.2858900667639
付玉琪,596.904690386986,578.8956730396412,623.8864942283753,597.9544104485827,343.0927238027764,434.11843824150657,416.2317814224389,635.0488702396897,564.2829811559852,528.567380189634,526.9077556194605,614.7939797624854,471.0437661044134,499.3337357278088,485.0970499930452,518.6095872680805,588.5260998684224,678.584130649999,761.6814990074362,634.1509846447043,507.8040294265887,540.960751596451,632.7074998991299,386.7373202728728,765.9840829815482,721.412935381716,580.1031970273675,694.0147823126957,633.7733835916378,520.8611479666341,696.3438928761467,585.8868607622985,623.6728277455016,724.4149293826432,667.7444782913452,579.6997686269419,553.6609220569991,595.9618258658636,548.7242863827132,384.57186006416464,669.5605048466034,520.2548956888886,482.46647283967684,443.57632618862226,485.3393028011968,746.3462812962923,694.3619257842554,662.6901403256713,473.4518858412145,467.5455825529456,553.016453574527,550.8232567680028,258.3869360289779,646.1924504074653,747.5038185818776,541.5616648945861,445.7355630727448,658.9880561143295,647.8881154980098,503.3764208248074,753.3302125819566,688.0314689293822,516.7177726023053,461.1091840653621,633.053489676182,643.4925500604459,626.6833757727807,449.1500061920631,552.8236522527102,629.1071652719896,454.1430574398707,439.38161414974985,698.2076369734792,797.2293877557108,700.2408204685388,626.3336406196518,657.5927847606596,619.2645237288341,671.4535612387068,661.1700236210446,653.7183661174961,596.258989837575,673.1443282306751,599.2919489561476,804.3718845960009,535.1861861405762,518.0829506479151,650.3855786579265,530.8256389229452,577.6098535399315,568.419463822802,630.6320317717729,483.7901652957951,722.5451940459116,392.09249795585635,785.629550203749,643.3785240877771,629.6596792280446,382.4086101557782,523.2864546605705,544.8104735990067,596.3921886601071,695.3247314028922,505.9711665075165,815.3982012035183,638.6870499305783,536.1369423334189,500.61280592417415,773.3552248195524,438.12498933654433,695.933883442778,725.1246291852531,597.2234743970919,619.856430928401,450.37004563766396,358.0084342303503,438.49294277323776,553.0760811081037,600.4097764632768,586.1180029754191,723.6525044672505,398.8064630680159,700.2935134067927,522.6729682811108,429.43381722201104,510.9563402879305,526.1349936851793,645.601016038206,461.7047655934397,545.9624768105518,598.6026826388837,610.7471516646112,575.520418408931,630.161888042745,663.2736509633557,539.4029009334479,416.0513328941688,577.2977545144179,443.5863173579149,637.261396192054,624.213721180675,569.6011080097687,778.6817885485136,373.82793146477957,661.8788828689945,364.18301892910716,625.2209205224749,482.0055644325463,563.7013497617427,669.6842265295822,729.4577041006435,783.5020804639821,482.02566880713914
魏雪聪,526.5160952529526,409.66694774881694,454.1923026039318,415.33108734682514,330.13745241431616,312.236559253715,484.7006364870317,391.40604593212095,460.9706718242318,491.48396507560153,536.9388739388277,410.4494284969009,493.03414905153335,583.6755435710282,425.21229525024796,423.5149950536402,406.58432740568435,421.53548544735236,448.4503356666888,612.3289743798668,471.2067082357333,411.66961909598007,423.2926757420127,380.9543159279448,400.39347056107863,392.3054773832939,309.57318715117526,542.2407415226684,345.0424970700334,320.7027954850704,531.9074635041083,367.28971026540717,402.31890026405216,400.64195595854346,410.7452077756802,521.0658644216815,461.1958356391333,484.9535272697426,417.997181735568,472.40267412484627,537.5761293768271,393.13706842413876,448.7487420026909,429.97113554480984,513.4258607302879,529.3163246320194,510.34601452393633,269.62288241077476,430.76068384250516,433.81862743508793,421.48934173947583,444.69421203442573,449.52045835707406,427.59422303998,382.236332936542,544.4154242132045,529.230529513238,521.4210498085305,438.30521012269037,452.01421500560633,474.88180838740925,477.2460643964142,398.6195390330322,510.41946036362083,497.5241412007302,453.7729080456596,329.7604300803984,383.5125681555136,386.6516682514721,491.17648357649085,451.94034397848816,321.6743245109669,363.7006957441685,388.89056127018887,448.34138731995654,392.0765811276565,399.04128253241555,346.05078850682673,306.18279881013484,425.38291859191804,327.431771574074,313.4621820164088,408.9970464082471,476.34737234152374,447.22174383479984,344.0634030665137,373.17789936440715,388.9112879071322,419.13506037945683,385.45034328901664,387.5900717949654,458.5866917358786,367.3983286315219,454.1536749717475,439.9005750497352,447.4232190729164,336.4382425995472,343.19142789468424,424.68674524354765,469.21459488962836,502.38359203271506,396.37372532088364,417.5578533727937,465.0257000171538,440.87585627966166,328.8822832136475,376.25878742151497,420.17942447776784,427.1049962716036,410.07269845598336,534.4325487875295,447.4608213081732,490.32961130683907,534.7946617247133,453.80458379128453,467.07169561397916,258.3632739070726,574.3625637940219,418.11520993127056,388.09554183034317,424.4273486258886,428.32300194652595,515.465786227486,419.92474954114476,464.07113470835014,427.8534071748909,476.4409576130097,260.0724605146887,378.33045044820904,451.49171942552186,371.99745790680635,479.41636685646347,564.7917256176503,492.6632099739646,488.95038968225083,374.11905821486783,357.42401594684145,462.3641463555944,446.8372505750476,546.2086970034863,427.66027287475333,508.26844174711766,496.06302613351073,332.80747511042694,432.3746277323363,347.4583136292588,484.62768298995275,363.1140378535358,367.7023175760006,401.8593736442103,364.5541832011271,472.99299666737903,547.0534343722051
陈璐,716.8135851407826,635.0650278527576,675.1601454751839,659.1556172549939,558.2999548216159,543.422136398394,520.6019854419253,717.8935769452858,647.0838710730928,550.9583702105515,638.4474591534834,736.1219996732927,592.0730599218732,454.9011592412626,618.1773703107698,668.5298096899696,612.0233726898715,790.4765731128582,684.067746554209,605.4004325064586,555.8118758589603,626.1351286909545,755.9885362386192,683.7220967426504,739.2857228621713,576.0000848421063,597.6367737284393,823.6154126314927,591.8163926499321,553.2143745153205,784.9765459711384,677.7098693510513,681.8196234844778,693.1283802841108,704.3516443323268,573.7708872259096,701.3766072818569,721.1407772374564,681.288645668795,433.6950468536867,634.4711477439384,667.9548424765657,553.0469809979239,640.2068489956284,673.7246851165087,837.580156881262,742.6822812695675,594.6568368466102,551.9186285780879,663.2163534908213,525.6907961484242,597.1805110128146,439.21316288677235,686.1298355368447,712.2124604501771,538.9363050537045,646.4242497955821,774.5090552674158,718.9302976722848,627.2205771220633,717.3451064958161,794.753440961555,663.565364885191,538.1828256998056,693.9174387355342,857.1497713548146,701.8380498424744,605.988657827972,640.2639842348001,798.184562298205,710.1687534729886,632.8268083722464,813.0647908468885,733.6259943110463,721.9317783287433,789.981861187683,775.6388137626011,752.0007409324212,697.1699035277431,844.1376864557011,571.4633645761991,629.6237731283625,474.52455672847043,633.1454088102929,684.644190575201,572.9109253052827,599.624074225589,657.702494357679,678.5203214147496,556.6769395729068,596.7288060550362,668.2746921399598,589.5396947547007,759.8366235869771,511.7157029440401,705.3892705074217,639.0590917744032,558.7253391437301,525.5536165706015,602.2025268321465,660.9860268129631,735.1385172093235,771.1484952544196,755.2819082123472,765.9874256539679,696.9588541837694,544.3138216023461,624.1558873397366,690.9533230207671,429.53304984243914,870.4940234235114,576.3087829402257,631.139718534964,601.4093952692198,586.2271084779497,350.7508585457703,457.60605850880586,664.9827645595843,629.74265339455,580.9927266348489,684.5066055666044,630.5840810733168,824.8281869573823,634.1008401445501,655.3423038326058,538.2988199612483,686.584785128822,603.8136280093115,471.9544635934684,648.4986374788309,716.4986351121792,623.8957073681449,675.4824502075562,768.474160225651,622.9364678079057,485.3623728254635,584.0168917009603,778.5054747208646,552.4795861010033,660.3324911111621,595.8227702615136,516.1154105777919,699.9375461595474,550.0605246297275,761.3940413719658,486.4218203337159,609.8505461121167,607.0013113442947,754.8131327264914,676.0819337496147,717.5541455400878,865.3767468021833,594.0144044075448
